Symbol,L2 Trades,L2 Win Rate,L2 PnL,L1 Collections,L1 PnL,L4 Trades,L4 PnL,Combined PnL,Sharpe,Max Drawdown
BTCUSDT,58,36.2%,-7.8963%,0,+0.0000%,128,+13.3406%,+5.4443%,-0.89,-18.07%
