Symbol,L2 Trades,L2 Win Rate,L2 PnL,L1 Collections,L1 PnL,L4 Trades,L4 PnL,Combined PnL,Sharpe,Max Drawdown
BTCUSDT,104,38.5%,-8.6579%,0,+0.0000%,797,+56.5002%,+47.8423%,1.9,-37.07%
