Symbol,L2 Trades,L2 Win Rate,L2 PnL,L1 Collections,L1 PnL,L4 Trades,L4 PnL,Combined PnL,Sharpe,Max Drawdown
BTCUSDT,0,0%,+0.0000%,0,+0.0000%,298,+31.3687%,+31.3687%,0.0,-0.00%
